Epoch,State,Count
Epoch,State,Count
Epoch,State,Count
441,Recovered,26
442,Susceptible,21
442,Infectious,53
442,Recovered,25
443,Susceptible,20
443,Infectious,54
443,Recovered,25
444,Susceptible,19
444,Infectious,55
444,Recovered,24
445,Susceptible,19
445,Infectious,54
445,Recovered,26
446,Susceptible,18
446,Infectious,55
446,Recovered,25
447,Susceptible,18
447,Infectious,55
447,Recovered,26
448,Susceptible,18
448,Infectious,55
448,Recovered,25
449,Susceptible,18
449,Infectious,57
449,Recovered,24
450,Susceptible,17
450,Infectious,55
450,Recovered,26
451,Susceptible,16
451,Infectious,57
451,Recovered,25
452,Susceptible,17
452,Infectious,54
452,Recovered,28
453,Susceptible,19
453,Infectious,54
453,Recovered,26
454,Susceptible,21
454,Infectious,54
454,Recovered,24
455,Susceptible,19
455,Infectious,54
455,Recovered,25
456,Susceptible,20
456,Infectious,55
456,Recovered,24
457,Susceptible,19
457,Infectious,56
457,Recovered,24
458,Susceptible,17
458,Infectious,56
458,Recovered,26
459,Susceptible,20
459,Infectious,51
459,Recovered,27
460,Susceptible,20
460,Infectious,55
460,Recovered,23
461,Susceptible,17
461,Infectious,56
461,Recovered,26
462,Susceptible,21
462,Infectious,52
462,Recovered,26
463,Susceptible,20
463,Infectious,54
463,Recovered,25
464,Susceptible,19
464,Infectious,55
464,Recovered,25
465,Susceptible,18
465,Infectious,54
465,Recovered,27
466,Susceptible,17
466,Infectious,54
466,Recovered,27
467,Susceptible,18
467,Infectious,54
467,Recovered,27
468,Susceptible,20
468,Infectious,53
468,Recovered,25
469,Susceptible,20
469,Infectious,52
469,Recovered,27
470,Susceptible,20
470,Infectious,54
470,Recovered,25
471,Susceptible,22
471,Infectious,54
471,Recovered,23
472,Susceptible,19
472,Infectious,55
472,Recovered,25
473,Susceptible,18
473,Infectious,55
473,Recovered,25
474,Susceptible,19
474,Infectious,55
474,Recovered,25
475,Susceptible,19
475,Infectious,54
475,Recovered,25
476,Susceptible,19
476,Infectious,53
476,Recovered,27
477,Susceptible,16
477,Infectious,56
477,Recovered,26
478,Susceptible,17
478,Infectious,55
478,Recovered,26
479,Susceptible,18
479,Infectious,56
479,Recovered,25
480,Susceptible,19
480,Infectious,55
480,Recovered,24
481,Susceptible,17
481,Infectious,58
481,Recovered,24
482,Susceptible,16
482,Infectious,58
482,Recovered,24
483,Susceptible,15
483,Infectious,58
483,Recovered,25
484,Susceptible,18
484,Infectious,53
484,Recovered,28
485,Susceptible,18
485,Infectious,54
485,Recovered,26
486,Susceptible,19
486,Infectious,54
486,Recovered,25
487,Susceptible,20
487,Infectious,54
487,Recovered,25
488,Susceptible,19
488,Infectious,56
488,Recovered,24
489,Susceptible,19
489,Infectious,55
489,Recovered,25
490,Susceptible,20
490,Infectious,52
490,Recovered,26
491,Susceptible,18
491,Infectious,54
491,Recovered,27
492,Susceptible,20
492,Infectious,53
492,Recovered,25
493,Susceptible,21
